DATE TIME NUM_FILES SIZE_FILES TIME_CREATE_BUCKET TIME_OBJECTS_UPLOAD TIME_OBJECTS_LIST TIME_OBJECTS_DOWNLOAD TIME_ERASE_OBJECTS TIME_ERASE_BUCKET TIME_SUM BANDWIDTH_OBJECTS_UPLOAD BANDWIDTH_OBJECTS_DOWNLOAD
2026-08-22 21:37:18 5 1048576 10.094 4.086 1.487 4.262 3.971 1.305 25.205 10.265 9.841
2026-08-22 21:37:46 5 1048576 2.167 4.688 1.115 4.544 3.659 1.818 17.991 8.946 9.230
2026-08-22 21:38:16 5 1048576 4.574 3.834 1.203 3.538 3.830 1.776 18.755 10.939 11.855
